rank,title,doi,doi_url,publication_year,publication_date,journal_or_venue,cited_by_count,open_access,oa_status,oa_url,openalex_id,primary_topic,primary_subfield,work_type,retrieved_at_utc
802,Bias-Corrected Matching Estimators for Average Treatment Effects,10.1198/jbes.2009.07333,https://doi.org/10.1198/jbes.2009.07333,2010,2010-09-02,Journal of Business and Economic Statistics,1443,No,closed,,https://openalex.org/W2094368311,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
803,Statistical Analysis of Sets of Congeneric Tests,10.1007/bf02291393,https://doi.org/10.1007/bf02291393,1971,1971-06-01,Psychometrika,1441,No,closed,,https://openalex.org/W4247425252,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
804,Statistical Methods for Health Care Research,10.3928/0098-9134-19950701-15,https://doi.org/10.3928/0098-9134-19950701-15,1995,1995-07-01,Journal of Gerontological Nursing,1439,No,closed,,https://openalex.org/W1976034632,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
805,The horseshoe estimator for sparse signals,10.1093/biomet/asq017,https://doi.org/10.1093/biomet/asq017,2010,2010-04-28,Biometrika,1437,No,closed,,https://openalex.org/W2114169935,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
806,"Accelerated Testing: Statistical Models, Test Plans, and Data Analyses.",10.2307/2347642,https://doi.org/10.2307/2347642,1992,1992-01-01,Journal of the Royal Statistical Society Series C (Applied Statistics),1436,No,closed,,https://openalex.org/W2795854098,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
807,Using Heteroscedasticity Consistent Standard Errors in the Linear Regression Model,10.1080/00031305.2000.10474549,https://doi.org/10.1080/00031305.2000.10474549,2000,2000-08-01,The American Statistician,1435,No,closed,,https://openalex.org/W2047142410,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
808,Functional Data Analysis,10.2307/2669864,https://doi.org/10.2307/2669864,1998,1998-09-01,Journal of the American Statistical Association,1432,No,closed,,https://openalex.org/W2153675946,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
809,Modeling the Drop-Out Mechanism in Repeated-Measures Studies,10.1080/01621459.1995.10476615,https://doi.org/10.1080/01621459.1995.10476615,1995,1995-09-01,Journal of the American Statistical Association,1431,No,closed,,https://openalex.org/W2050762021,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
810,Practical Nonparametric Statistics,10.2307/1268234,https://doi.org/10.2307/1268234,1981,1981-11-01,Technometrics,1430,No,closed,,https://openalex.org/W4298330243,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
811,Checking the Cox model with cumulative sums of martingale-based residuals,10.1093/biomet/80.3.557,https://doi.org/10.1093/biomet/80.3.557,1993,1993-01-01,Biometrika,1428,No,closed,,https://openalex.org/W2034948055,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
812,Statistics in Medicine — Reporting of Subgroup Analyses in Clinical Trials,10.1056/nejmsr077003,https://doi.org/10.1056/nejmsr077003,2007,2007-11-21,New England Journal of Medicine,1428,Yes,bronze,https://www.nejm.org/doi/pdf/10.1056/NEJMsr077003?articleTools=true,https://openalex.org/W2098931866,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
813,Combining independent studies of a diagnostic test into a summary roc curve: Data‐analytic approaches and some additional considerations,10.1002/sim.4780121403,https://doi.org/10.1002/sim.4780121403,1993,1993-07-30,Statistics in Medicine,1428,No,closed,,https://openalex.org/W2113009004,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
814,"Using Synthetic Controls: Feasibility, Data Requirements, and Methodological Aspects",10.1257/jel.20191450,https://doi.org/10.1257/jel.20191450,2021,2021-06-01,Journal of Economic Literature,1427,Yes,green,https://hdl.handle.net/1721.1/144417,https://openalex.org/W3169407454,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
815,Implementing Matching Estimators for Average Treatment Effects in Stata,10.1177/1536867x0400400307,https://doi.org/10.1177/1536867x0400400307,2004,2004-08-01,The Stata Journal Promoting communications on statistics and Stata,1426,Yes,bronze,https://journals.sagepub.com/doi/pdf/10.1177/1536867X0400400307,https://openalex.org/W2096206955,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
816,Practical Nonparametric Statistics,10.2307/1267149,https://doi.org/10.2307/1267149,1972,1972-11-01,Technometrics,1425,No,closed,,https://openalex.org/W4298335024,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
817,PRACTITIONERS’ CORNER: Computing Robust Standard Errors for Within‐groups Estimators<sup>*</sup>,10.1111/j.1468-0084.1987.mp49004006.x,https://doi.org/10.1111/j.1468-0084.1987.mp49004006.x,1987,1987-11-01,Oxford Bulletin of Economics and Statistics,1423,No,closed,,https://openalex.org/W2118859991,Survey Sampling and Estimation Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
818,Measures of location and scale for velocities in clusters of galaxies - A robust approach,10.1086/115487,https://doi.org/10.1086/115487,1990,1990-07-01,The Astronomical Journal,1422,No,closed,,https://openalex.org/W2077005128,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
819,An Extension of Shapiro and Wilk's W Test for Normality to Large Samples,10.2307/2347973,https://doi.org/10.2307/2347973,1982,1982-01-01,Journal of the Royal Statistical Society Series C (Applied Statistics),1421,No,closed,,https://openalex.org/W1543298386,Statistical Distribution Estimation and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
820,Bayesian Variable Selection in Linear Regression,10.1080/01621459.1988.10478694,https://doi.org/10.1080/01621459.1988.10478694,1988,1988-12-01,Journal of the American Statistical Association,1420,No,closed,,https://openalex.org/W1999974018,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
821,Pseudo Maximum Likelihood Methods: Theory,10.2307/1913471,https://doi.org/10.2307/1913471,1984,1984-05-01,Econometrica,1419,Yes,green,http://www.cepremap.fr/depot/couv_orange/co8129.pdf,https://openalex.org/W2070047061,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
822,Goodness of Fit and Related Inference Processes for Quantile Regression,10.1080/01621459.1999.10473882,https://doi.org/10.1080/01621459.1999.10473882,1999,1999-12-01,Journal of the American Statistical Association,1417,No,closed,,https://openalex.org/W2118711140,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
823,Reducing bias through directed acyclic graphs,10.1186/1471-2288-8-70,https://doi.org/10.1186/1471-2288-8-70,2008,2008-10-30,BMC Medical Research Methodology,1415,Yes,gold,https://bmcmedresmethodol.biomedcentral.com/counter/pdf/10.1186/1471-2288-8-70,https://openalex.org/W2089198100,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
824,T test as a parametric statistic,10.4097/kjae.2015.68.6.540,https://doi.org/10.4097/kjae.2015.68.6.540,2015,2015-01-01,Korean Journal of Anesthesiology,1414,Yes,diamond,http://ekja.org/upload/pdf/kjae-68-540.pdf,https://openalex.org/W2183659962,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
825,A case-cohort design for epidemiologic cohort studies and disease prevention trials,10.1093/biomet/73.1.1,https://doi.org/10.1093/biomet/73.1.1,1986,1986-01-01,Biometrika,1413,No,closed,,https://openalex.org/W2053301665,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
826,Permutation Tests: A Practical Guide to Resampling Methods for Testing Hypotheses,10.2307/1269919,https://doi.org/10.2307/1269919,1995,1995-08-01,Technometrics,1413,No,closed,,https://openalex.org/W2105494575,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
827,Difference-in-Differences with multiple time periods,10.1016/j.jeconom.2020.12.001,https://doi.org/10.1016/j.jeconom.2020.12.001,2020,2020-12-17,Journal of Econometrics,1413,Yes,green,http://arxiv.org/pdf/1803.09015,https://openalex.org/W3113269512,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
828,Introduction to Linear Regression Analysis.,10.2307/2348054,https://doi.org/10.2307/2348054,1983,1983-01-01,Journal of the Royal Statistical Society Series C (Applied Statistics),1413,No,closed,,https://openalex.org/W4230452299,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
829,Multivariate and Propensity Score Matching Software with Automated Balance Optimization: The<b>Matching</b>Package for<i>R</i>,10.18637/jss.v042.i07,https://doi.org/10.18637/jss.v042.i07,2011,2011-01-01,Journal of Statistical Software,1412,Yes,diamond,https://doi.org/10.18637/jss.v042.i07,https://openalex.org/W3122049309,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
830,On closed testing procedures with special reference to ordered analysis of variance,10.1093/biomet/63.3.655,https://doi.org/10.1093/biomet/63.3.655,1976,1976-01-01,Biometrika,1411,No,closed,,https://openalex.org/W2120148445,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
831,Statistical Methods in Medical Research.,10.2307/2982765,https://doi.org/10.2307/2982765,1988,1988-01-01,Journal of the Royal Statistical Society Series A (Statistics in Society),1409,No,closed,,https://openalex.org/W2321510787,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
832,Practical Nonparametric Statistics,10.2307/2669565,https://doi.org/10.2307/2669565,2000,2000-03-01,Journal of the American Statistical Association,1408,No,closed,,https://openalex.org/W4302367531,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
833,Unmasking Multivariate Outliers and Leverage Points,10.1080/01621459.1990.10474920,https://doi.org/10.1080/01621459.1990.10474920,1990,1990-09-01,Journal of the American Statistical Association,1407,No,closed,,https://openalex.org/W2068302187,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
834,Elements of Econometrics.,10.2307/2552662,https://doi.org/10.2307/2552662,1972,1972-05-01,Economica,1406,No,closed,,https://openalex.org/W4241724657,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
835,Using heteroskedasticity-consistent standard error estimators in OLS regression: An introduction and software implementation,10.3758/bf03192961,https://doi.org/10.3758/bf03192961,2007,2007-11-01,Behavior Research Methods,1405,Yes,bronze,https://link.springer.com/content/pdf/10.3758/BF03192961.pdf,https://openalex.org/W2032167823,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
836,A generalized Kruskal-Wallis test for comparing K samples subject to unequal patterns of censorship,10.1093/biomet/57.3.579,https://doi.org/10.1093/biomet/57.3.579,1970,1970-01-01,Biometrika,1405,No,closed,,https://openalex.org/W2079708060,Statistical Distribution Estimation and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
837,Continuous Selections. I,10.2307/1969615,https://doi.org/10.2307/1969615,1956,1956-03-01,Annals of Mathematics,1404,No,closed,,https://openalex.org/W2322654430,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
838,Application of Least Squares Regression to Relationships Containing Auto-Correlated Error Terms,10.1080/01621459.1949.10483290,https://doi.org/10.1080/01621459.1949.10483290,1949,1949-03-01,Journal of the American Statistical Association,1399,No,closed,,https://openalex.org/W2017887707,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
839,Parameter Orthogonality and Approximate Conditional Inference,10.1111/j.2517-6161.1987.tb01422.x,https://doi.org/10.1111/j.2517-6161.1987.tb01422.x,1987,1987-09-01,Journal of the Royal Statistical Society Series B (Statistical Methodology),1397,No,closed,,https://openalex.org/W1959492,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
840,Parametric Empirical Bayes Inference: Theory and Applications,10.1080/01621459.1983.10477920,https://doi.org/10.1080/01621459.1983.10477920,1983,1983-03-01,Journal of the American Statistical Association,1397,No,closed,,https://openalex.org/W1983607152,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
841,Choosing a multivariate model: Noncentrality and goodness of fit.,10.1037/0033-2909.107.2.247,https://doi.org/10.1037/0033-2909.107.2.247,1990,1990-03-01,Psychological Bulletin,1396,No,closed,,https://openalex.org/W2065592277,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
842,Small sample size effects in statistical pattern recognition: recommendations for practitioners,10.1109/34.75512,https://doi.org/10.1109/34.75512,1991,1991-03-01,IEEE Transactions on Pattern Analysis and Machine Intelligence,1394,No,closed,,https://openalex.org/W2002645541,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
843,Introduction to Variance Estimation.,10.2307/2289497,https://doi.org/10.2307/2289497,1987,1987-06-01,Journal of the American Statistical Association,1391,No,closed,,https://openalex.org/W2117161260,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
844,"Training, Wages, and Sample Selection: Estimating Sharp Bounds on Treatment Effects",10.1111/j.1467-937x.2009.00536.x,https://doi.org/10.1111/j.1467-937x.2009.00536.x,2009,2009-06-12,The Review of Economic Studies,1391,No,closed,,https://openalex.org/W2890543633,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
845,Applied Linear Statistical Models,10.1198/016214508000000300,https://doi.org/10.1198/016214508000000300,2008,2008-06-01,Journal of the American Statistical Association,1390,No,closed,,https://openalex.org/W2005617509,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
846,Missing Data,10.1177/1094428114548590,https://doi.org/10.1177/1094428114548590,2014,2014-09-26,Organizational Research Methods,1388,No,closed,,https://openalex.org/W2047813468,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
847,The Relationship Between Variable Selection and Data Agumentation and a Method for Prediction,10.1080/00401706.1974.10489157,https://doi.org/10.1080/00401706.1974.10489157,1974,1974-02-01,Technometrics,1385,No,closed,,https://openalex.org/W2050297026,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
848,Multivariate Data Analysis,10.2307/1402480,https://doi.org/10.2307/1402480,1972,1972-12-01,International Statistical Review,1384,No,closed,,https://openalex.org/W4295063741,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
849,Preverbal and verbal counting and computation,10.1016/0010-0277(92)90050-r,https://doi.org/10.1016/0010-0277(92)90050-r,1992,1992-01-01,Cognition,1383,No,closed,,https://openalex.org/W2085633407,Cognitive and developmental aspects of mathematical skills,Statistics and Probability,article,2026-07-24T02:35:38+00:00
850,Recall bias in epidemiologic studies,10.1016/0895-4356(90)90060-3,https://doi.org/10.1016/0895-4356(90)90060-3,1990,1990-01-01,Journal of Clinical Epidemiology,1382,No,closed,,https://openalex.org/W1969606544,Statistical Methods in Epidemiology,Statistics and Probability,article,2026-07-24T02:35:38+00:00
851,Applied Linear Regression.,10.2307/2981572,https://doi.org/10.2307/2981572,1986,1986-01-01,Journal of the Royal Statistical Society Series A (General),1382,No,closed,,https://openalex.org/W3016133651,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
852,Kendall's Advanced Theory of Statistics.,10.2307/2348968,https://doi.org/10.2307/2348968,1994,1994-01-01,Journal of the Royal Statistical Society Series D (The Statistician),1380,No,closed,,https://openalex.org/W3022255685,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
853,Improvements on Cross-Validation: The 632+ Bootstrap Method,10.1080/01621459.1997.10474007,https://doi.org/10.1080/01621459.1997.10474007,1997,1997-06-01,Journal of the American Statistical Association,1375,No,closed,,https://openalex.org/W2127314075,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
854,The Advanced Theory of Statistics.,10.2307/2335072,https://doi.org/10.2307/2335072,1967,1967-12-01,Biometrika,1375,No,closed,,https://openalex.org/W4300185665,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
855,Why High-Order Polynomials Should Not Be Used in Regression Discontinuity Designs,10.1080/07350015.2017.1366909,https://doi.org/10.1080/07350015.2017.1366909,2017,2017-08-17,Journal of Business and Economic Statistics,1374,No,closed,,https://openalex.org/W1531424399,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
856,"Nonparametric estimates of standard error: The jackknife, the bootstrap and other methods",10.1093/biomet/68.3.589,https://doi.org/10.1093/biomet/68.3.589,1981,1981-01-01,Biometrika,1374,No,closed,,https://openalex.org/W2006820723,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
857,A method for assessing the quality of a randomized control trial,10.1016/0197-2456(81)90056-8,https://doi.org/10.1016/0197-2456(81)90056-8,1981,1981-05-01,Controlled Clinical Trials,1374,No,closed,,https://openalex.org/W2057212716,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
858,Generalized Additive Models for Location Scale and Shape (GAMLSS) in<i>R</i>,10.18637/jss.v023.i07,https://doi.org/10.18637/jss.v023.i07,2007,2007-01-01,Journal of Statistical Software,1371,Yes,diamond,https://doi.org/10.18637/jss.v023.i07,https://openalex.org/W1507444366,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
859,Estimating the Number of Classes via Sample Coverage,10.1080/01621459.1992.10475194,https://doi.org/10.1080/01621459.1992.10475194,1992,1992-03-01,Journal of the American Statistical Association,1370,No,closed,,https://openalex.org/W2114413252,Census and Population Estimation,Statistics and Probability,article,2026-07-24T02:35:38+00:00
860,Elementary fuzzy calculus,10.1016/0165-0114(86)90026-6,https://doi.org/10.1016/0165-0114(86)90026-6,1986,1986-01-01,Fuzzy Sets and Systems,1369,No,closed,,https://openalex.org/W1994178762,Fuzzy Systems and Optimization,Statistics and Probability,article,2026-07-24T02:35:38+00:00
861,Multiple Regression: Testing and Interpreting Interactions.,10.2307/2583960,https://doi.org/10.2307/2583960,1994,1994-01-01,Journal of the Operational Research Society,1369,No,closed,,https://openalex.org/W4229666147,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
862,Recommendations for presenting analyses of effect modification and interaction,10.1093/ije/dyr218,https://doi.org/10.1093/ije/dyr218,2012,2012-01-09,International Journal of Epidemiology,1367,Yes,bronze,https://academic.oup.com/ije/article-pdf/41/2/514/14148939/dyr218.pdf,https://openalex.org/W2114647004,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
863,Cultural Recycling of Cortical Maps,10.1016/j.neuron.2007.10.004,https://doi.org/10.1016/j.neuron.2007.10.004,2007,2007-10-01,Neuron,1365,Yes,bronze,http://www.cell.com/article/S0896627307007593/pdf,https://openalex.org/W2114174117,Cognitive and developmental aspects of mathematical skills,Statistics and Probability,article,2026-07-24T02:35:38+00:00
864,Statistical Methods for Research Workers.,10.2307/2299007,https://doi.org/10.2307/2299007,1930,1930-12-01,American Mathematical Monthly,1365,No,closed,,https://openalex.org/W2325827597,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
865,A First Course in Probability.,10.2307/2288753,https://doi.org/10.2307/2288753,1984,1984-12-01,Journal of the American Statistical Association,1362,No,closed,,https://openalex.org/W2098290609,Probability and Statistical Research,Statistics and Probability,article,2026-07-24T02:35:38+00:00
866,Estimation and Inference in Two-Step Econometric Models,10.1198/073500102753410417,https://doi.org/10.1198/073500102753410417,2002,2002-01-01,Journal of Business and Economic Statistics,1361,No,closed,,https://openalex.org/W1981651168,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
867,Cross-Validation Methods,10.1006/jmps.1999.1279,https://doi.org/10.1006/jmps.1999.1279,2000,2000-03-01,Journal of Mathematical Psychology,1361,No,closed,,https://openalex.org/W2007178835,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
868,Optimum Preventive Maintenance Policies,10.1287/opre.8.1.90,https://doi.org/10.1287/opre.8.1.90,1960,1960-02-01,Operations Research,1361,No,closed,,https://openalex.org/W2109281751,Statistical Distribution Estimation and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
869,Multinomial Goodness-Of-Fit Tests,10.1111/j.2517-6161.1984.tb01318.x,https://doi.org/10.1111/j.2517-6161.1984.tb01318.x,1984,1984-07-01,Journal of the Royal Statistical Society Series B (Statistical Methodology),1354,No,closed,,https://openalex.org/W1516900628,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
870,Introduction to Multivariate Statistical Analysis,10.2307/1909376,https://doi.org/10.2307/1909376,1959,1959-10-01,Econometrica,1354,No,closed,,https://openalex.org/W4300528079,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
871,The Hazards of Hazard Ratios,10.1097/ede.0b013e3181c1ea43,https://doi.org/10.1097/ede.0b013e3181c1ea43,2009,2009-12-09,Epidemiology,1351,No,closed,,https://openalex.org/W1973885323,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
872,Adjusting for multiple testing when reporting research results: the Bonferroni vs Holm methods.,10.2105/ajph.86.5.726,https://doi.org/10.2105/ajph.86.5.726,1996,1996-05-01,American Journal of Public Health,1350,Yes,bronze,http://ajph.aphapublications.org/doi/pdf/10.2105/AJPH.86.5.726,https://openalex.org/W2020720070,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
873,A stagewise rejective multiple test procedure based on a modified Bonferroni test,10.1093/biomet/75.2.383,https://doi.org/10.1093/biomet/75.2.383,1988,1988-01-01,Biometrika,1348,No,closed,,https://openalex.org/W2036714085,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
874,Unbalanced Repeated-Measures Models with Structured Covariance Matrices,10.2307/2530695,https://doi.org/10.2307/2530695,1986,1986-12-01,Biometrics,1347,No,closed,,https://openalex.org/W2064279221,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
875,Asymptotic Properties of Non-Linear Least Squares Estimators,10.1214/aoms/1177697731,https://doi.org/10.1214/aoms/1177697731,1969,1969-04-01,The Annals of Mathematical Statistics,1346,Yes,diamond,https://projecteuclid.org/journals/annals-of-mathematical-statistics/volume-40/issue-2/Asymptotic-Properties-of-Non-Linear-Least-Squares-Estimators/10.1214/aoms/1177697731.pdf,https://openalex.org/W1968172088,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
876,Regression Analysis of Grouped Survival Data with Application to Breast Cancer Data,10.2307/2529588,https://doi.org/10.2307/2529588,1978,1978-03-01,Biometrics,1346,No,closed,,https://openalex.org/W1994670953,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
877,Helping Doctors and Patients Make Sense of Health Statistics,10.1111/j.1539-6053.2008.00033.x,https://doi.org/10.1111/j.1539-6053.2008.00033.x,2007,2007-11-01,Gothic.net,1346,Yes,bronze,https://journals.sagepub.com/doi/pdf/10.1111/j.1539-6053.2008.00033.x,https://openalex.org/W2116609513,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
878,BETA-NORMAL DISTRIBUTION AND ITS APPLICATIONS,10.1081/sta-120003130,https://doi.org/10.1081/sta-120003130,2002,2002-05-14,Communication in Statistics- Theory and Methods,1345,No,closed,,https://openalex.org/W2143902124,Statistical Distribution Estimation and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
879,Fitting curves to data using nonlinear regression: a practical and nonmathematical review,10.1096/fasebj.1.5.3315805,https://doi.org/10.1096/fasebj.1.5.3315805,1987,1987-11-01,The FASEB Journal,1343,No,closed,,https://openalex.org/W1497432777,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
880,Covariate Balancing Propensity Score,10.1111/rssb.12027,https://doi.org/10.1111/rssb.12027,2013,2013-07-03,Journal of the Royal Statistical Society Series B (Statistical Methodology),1343,No,closed,,https://openalex.org/W2132324013,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
881,Missing Data Techniques for Structural Equation Modeling.,10.1037/0021-843x.112.4.545,https://doi.org/10.1037/0021-843x.112.4.545,2003,2003-11-01,Journal of Abnormal Psychology,1342,No,closed,,https://openalex.org/W1989984421,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
882,Why We (Usually) Don't Have to Worry About Multiple Comparisons,10.1080/19345747.2011.618213,https://doi.org/10.1080/19345747.2011.618213,2012,2012-04-01,Journal of Research on Educational Effectiveness,1342,Yes,green,https://doi.org/10.7916/d84x5fhk,https://openalex.org/W2105090664,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
883,Approximate Bayesian Computation (ABC) in practice,10.1016/j.tree.2010.04.001,https://doi.org/10.1016/j.tree.2010.04.001,2010,2010-05-19,Trends in Ecology & Evolution,1339,No,closed,,https://openalex.org/W1965175390,Markov Chains and Monte Carlo Methods,Statistics and Probability,article,2026-07-24T02:35:38+00:00
884,Asymptotics for lasso-type estimators,10.1214/aos/1015957397,https://doi.org/10.1214/aos/1015957397,2000,2000-10-01,The Annals of Statistics,1333,Yes,bronze,https://projecteuclid.org/journals/annals-of-statistics/volume-28/issue-5/Asymptotics-for-lasso-type-estimators/10.1214/aos/1015957397.pdf,https://openalex.org/W1968694834,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
885,Eigenvalues and Condition Numbers of Random Matrices,10.1137/0609045,https://doi.org/10.1137/0609045,1988,1988-10-01,SIAM Journal on Matrix Analysis and Applications,1330,Yes,green,http://hdl.handle.net/1721.1/14322,https://openalex.org/W1974755392,Random Matrices and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
886,Distribution of the product confidence limits for the indirect effect: Program PRODCLIN,10.3758/bf03193007,https://doi.org/10.3758/bf03193007,2007,2007-08-01,Behavior Research Methods,1328,Yes,bronze,https://link.springer.com/content/pdf/10.3758/BF03193007.pdf,https://openalex.org/W2120897808,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
887,Propensity Score Estimation With Boosted Regression for Evaluating Causal Effects in Observational Studies.,10.1037/1082-989x.9.4.403,https://doi.org/10.1037/1082-989x.9.4.403,2004,2004-12-01,Psychological Methods,1326,No,closed,,https://openalex.org/W2028040032,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
888,A Basis for Scaling Qualitative Data,10.2307/2086306,https://doi.org/10.2307/2086306,1944,1944-04-01,American Sociological Review,1326,No,closed,,https://openalex.org/W2332834163,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
889,Exact and Approximate Arithmetic in an Amazonian Indigene Group,10.1126/science.1102085,https://doi.org/10.1126/science.1102085,2004,2004-10-14,Science,1325,Yes,green,https://hal.science/hal-00206219/document,https://openalex.org/W2053138397,Cognitive and developmental aspects of mathematical skills,Statistics and Probability,article,2026-07-24T02:35:38+00:00
890,Estimation of Variance and Covariance Components,10.2307/3001853,https://doi.org/10.2307/3001853,1953,1953-06-01,Biometrics,1323,No,closed,,https://openalex.org/W2326225147,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
